MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,MRR Site Name,MRR Site Basin Name
JOHNSC,Johnson Creek,522.303.215.060.024,River,17060208,South Fork Salmon,44.73392789,-115.5486019,JOHNSC - Johnson Creek,Salmon
JOHTRP,Johnson Creek Trap,522.303.215.060.024.007,Trap or Weir,17060208,South Fork Salmon,44.91761448,-115.4833437,JOHTRP - Johnson Creek Trap,Salmon
JOSEPC,"Joseph Creek, Grande Ronde River Basin",522.271.007,River,17060106,Lower Grande Ronde,45.89979254,-117.2091525,"JOSEPC - Joseph Creek, Grande Ronde River Basin",Lower Snake
JSFBC,"Black Canyon Creek, South Fork John Day River",351.341.023,River,17070201,Upper John Day,44.34532034,-119.6516847,"JSFBC - Black Canyon Creek, South Fork John Day River",John Day
JSFDC,"Deer Creek, South Fork John Day River",351.341.028,River,17070201,Upper John Day,44.20280765,-119.4240486,"JSFDC - Deer Creek, South Fork John Day River",John Day
JSFMC,"Murderers Creek, South Fork John Day River",351.341.027,River,17070201,Upper John Day,44.27744515,-119.342267,"JSFMC - Murderers Creek, South Fork John Day River",John Day
JSFWC,"Wind Creek, South Fork John Day River",351.341.033,River,17070201,Upper John Day,44.24793986,-119.6135435,"JSFWC - Wind Creek, South Fork John Day River",John Day
KALA,"Kalama Falls Hatchery, WDFW",118.017,Hatchery,17080003,Lower Columbia-Clatskanie,46.01641329,-122.733132,"KALA - Kalama Falls Hatchery, WDFW",Lower Columbia
KALAMR,Kalama River,118,River,17080003,Lower Columbia-Clatskanie,46.05182867,-122.5752585,KALAMR - Kalama River,Lower Columbia
KENYC,"Kenney Creek, Lemhi River Basin",522.303.416.029,River,17060204,Lemhi,45.06258471,-113.5826679,"KENYC - Kenney Creek, Lemhi River Basin",Salmon
KLICKR,Klickitat River,290,River,17070106,Klickitat,46.05833673,-121.2430268,KLICKR - Klickitat River,Middle Columbia
KLIH,Klickitat Hatchery,290.069,Hatchery,17070106,Klickitat,46.040586,-121.18307,KLIH - Klickitat Hatchery,Middle Columbia
KLMTHR,KLAMATH RIVER,~~~,River,N/A,,41.541,-124.076,KLMTHR - KLAMATH RIVER,
KNAPPC,Knapp Creek,522.303.319.170.015,River,17060205,Upper Middle Fork Salmon,44.41870483,-115.0385033,KNAPPC - Knapp Creek,Salmon
KNOXB,"Knox Bridge, SF Salmon River",522.303.215.118,Other,17060208,South Fork Salmon,44.65551546,-115.7023954,"KNOXB - Knox Bridge, SF Salmon River",Salmon
KOOS,Kooskia National Fish Hatchery,522.224.120.004.001,Hatchery,17060304,Middle Fork Clearwater,46.12970619,-115.9468257,KOOS - Kooskia National Fish Hatchery,Clearwater
KOTH,KOOTENAY TROUT HATCHERY (BRITISH COLUMBA),*,Hatchery,N/A,,49.472684,-115.460127,KOTH - KOOTENAY TROUT HATCHERY (BRITISH COLUMBA),
LAKE2C,"Lake Creek, Metolius River watershed",328.177.061.003.004,River,17070301,Upper Deschutes,44.40832065,-121.7749431,"LAKE2C - Lake Creek, Metolius River watershed",Deschutes
LAKE3C,"Lake Creek, tributary to Entiat River",778.049,River,17020010,Upper Columbia-Entiat,47.97736552,-120.4675984,"LAKE3C - Lake Creek, tributary to Entiat River",Upper Columbia
LAKEBR,Lake Branch (tributary to West Fork Hood River),273.020.009,River,17070105,Middle Columbia-Hood,45.53120793,-121.7960037,LAKEBR - Lake Branch (tributary to West Fork Hood River),Middle Columbia
LAKEC,Lake Creek,522.303.215.059.045,River,17060208,South Fork Salmon,45.32905869,-115.9492036,LAKEC - Lake Creek,Salmon
LAPC,Lapwai Creek,522.224.019,River,17060306,Clearwater,46.34998761,-116.6218681,LAPC - Lapwai Creek,Clearwater
LBCWF,"West Fork Little Bear Creek, Potlatch River watershed",522.224.024.023.002.008,River,17060306,Clearwater,46.73857477,-116.7780096,"LBCWF - West Fork Little Bear Creek, Potlatch River watershed",Clearwater
LBEARC,"Little Bear Creek, Potlatch River watershed",522.224.024.023.002,River,17060306,Clearwater,46.67401042,-116.7072708,"LBEARC - Little Bear Creek, Potlatch River watershed",Clearwater
LBOULC,"Little Boulder Creek, Potlatch River watershed",522.224.024.059,River,17060306,Clearwater,46.77069886,-116.4282035,"LBOULC - Little Boulder Creek, Potlatch River watershed",Clearwater
LBRIC,"Little Bridge Creek,tributary to Twisp River",843.066.014,River,17020008,Methow,48.4284491,-120.3564457,"LBRIC - Little Bridge Creek,tributary to Twisp River",Upper Columbia
LCATHC,Little Catherine Creek,522.271.232.044,River,17060104,Upper Grande Ronde,45.1836989,-117.6954191,LCATHC - Little Catherine Creek,Lower Snake
LEA,Leaburg Dam,163.282.056,Dam,17090004,Mckenzie,44.1376508,-122.6120415,LEA - Leaburg Dam,Willamette
LEAB,Leaburg Hatchery,163.282.056,Hatchery,17090004,Mckenzie,44.13557401,-122.609327,LEAB - Leaburg Hatchery,Willamette
LEABYP,LEA - Release into the Facility Bypass Flume/Pipe,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.1376508,-122.6120415,LEABYP - LEA - Release into the Facility Bypass Flume/Pipe,Willamette
LEAFBY,LEA - Release into the Forebay within 0.5 km upstream of Dam,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.1376508,-122.6120415,LEAFBY - LEA - Release into the Forebay within 0.5 km upstream of Dam,Willamette
LEATAL,LEA - Release into the Tailrace within 0.5 km downstream of Dam,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.1376508,-122.6120415,LEATAL - LEA - Release into the Tailrace within 0.5 km downstream of Dam,Willamette
LEAV,Leavenworth National Fish Hatchery,754.041.005,Hatchery,17020011,Wenatchee,47.558898,-120.674835,LEAV - Leavenworth National Fish Hatchery,Upper Columbia
LEEC,Lee Creek - tributary to Lemhi River,522.303.416.079,River,17060204,Lemhi,44.68308511,-113.5322878,LEEC - Lee Creek - tributary to Lemhi River,Salmon
LEMHIR,Lemhi River,522.303.416,River,17060204,Lemhi,44.9105456,-113.6250366,LEMHIR - Lemhi River,Salmon
LEMHIW,Lemhi River Weir,522.303.416.049,Trap or Weir,17060204,Lemhi,44.86596003,-113.624721,LEMHIW - Lemhi River Weir,Salmon
LEMONC,"Lemon Creek, Middle Fork John Day River Basin",351.298.052.090.006,River,17070203,Middle Fork John Day,44.68995587,-118.6171627,"LEMONC - Lemon Creek, Middle Fork John Day River Basin",John Day
LEOPOC,"Leopold Creek, Potlatch River watershed",522.224.024.033.008,River,17060306,Clearwater,46.65727777,-116.4390955,"LEOPOC - Leopold Creek, Potlatch River watershed",Clearwater
LEWCLK,"Lewis and Clark River, tributary to Youngs Bay",8.003,River,17080006,Lower Columbia,46.0107119,-123.8593509,"LEWCLK - Lewis and Clark River, tributary to Youngs Bay",Lower Columbia
LEWIEF,East Fork Lewis River,140.006,River,17080002,Lewis,45.84043247,-122.4374687,LEWIEF - East Fork Lewis River,Lower Columbia
LEWISP,Lewis River Release Pond,140.014,Acclimation Pond,17080002,Lewis,45.925487,-122.719466,LEWISP - Lewis River Release Pond,Lower Columbia
LEWISR,Lewis River,140,River,17080002,Lewis,46.06348766,-122.1757279,LEWISR - Lewis River,Lower Columbia
LGR,Lower Granite Dam,522.173,Dam,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGR - Lower Granite Dam,Lower Snake
LGRBPS,LGR - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRBPS - LGR - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,Lower Snake
LGRBYP,LGR - Release into the Facility Bypass Flume/Pipe,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRBYP - LGR - Release into the Facility Bypass Flume/Pipe,Lower Snake
LGRCOL,LGR - Release into the Collection Channel upstream of the Dewatering Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRCOL - LGR - Release into the Collection Channel upstream of the Dewatering Facility,Lower Snake
LGRDTG,LGR - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRDTG - LGR - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,Lower Snake
LGRDWT,LGR - Release into the Dewatering Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRDWT - LGR - Release into the Dewatering Facility,Lower Snake
LGRFBY,LGR - Release into the Forebay within 0.5 km upstream of Dam,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRFBY - LGR - Release into the Forebay within 0.5 km upstream of Dam,Lower Snake
LGRGAT,LGR - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRGAT - LGR - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,Lower Snake
LGRGWL,LGR - Release into Gatewell(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRGWL - LGR - Release into Gatewell(s),Lower Snake
LGRICE,LGR - Release into the Ice/Trash Sluiceway,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRICE - LGR - Release into the Ice/Trash Sluiceway,Lower Snake
LGRLDR,LGR - Release into the Adult Fish Ladder,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRLDR - LGR - Release into the Adult Fish Ladder,Lower Snake
LGRMRT,LGR - Mortality Recovery,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRMRT - LGR - Mortality Recovery,Lower Snake
LGROFL,LGR - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGROFL - LGR - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,Lower Snake
LGRORI,LGR - Release into Orifice(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRORI - LGR - Release into Orifice(s),Lower Snake
LGRRBR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,Lower Snake
LGRRRR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,Lower Snake
LGRRTR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRRTR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,Lower Snake
LGRRXR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRRXR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,Lower Snake
LGRSEP,LGR - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRSEP - LGR - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,Lower Snake
LGRSPL,LGR - Release directly into Spill Bay(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRSPL - LGR - Release directly into Spill Bay(s),Lower Snake
LGRSTS,LGR - Release onto the Submerged Traveling Screen,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRSTS - LGR - Release onto the Submerged Traveling Screen,Lower Snake
LGRTAL,LGR - Release into the Tailrace within 0.5 km downstream of Dam,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRTAL - LGR - Release into the Tailrace within 0.5 km downstream of Dam,Lower Snake
LGRTRB,LGR - Release into Turbine(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,-117.4283,LGRTRB - LGR - Release into Turbine(s),Lower Snake
LGS,Little Goose Dam,522.113,Dam,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGS - Little Goose Dam,Lower Snake
LGSBPS,LGS - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSBPS - LGS - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,Lower Snake
LGSBYP,LGS - Release into the Facility Bypass Flume/Pipe,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSBYP - LGS - Release into the Facility Bypass Flume/Pipe,Lower Snake
LGSCOL,LGS - Release into the Collection Channel upstream of the Dewatering Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSCOL - LGS - Release into the Collection Channel upstream of the Dewatering Facility,Lower Snake
LGSDTG,LGS - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSDTG - LGS - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,Lower Snake
LGSDWT,LGS - Release into the Dewatering Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSDWT - LGS - Release into the Dewatering Facility,Lower Snake
LGSFBY,LGS - Release into the Forebay within 0.5 km upstream of Dam,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSFBY - LGS - Release into the Forebay within 0.5 km upstream of Dam,Lower Snake
LGSGAT,LGS - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSGAT - LGS - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,Lower Snake
LGSGWL,LGS - Release into Gatewell(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSGWL - LGS - Release into Gatewell(s),Lower Snake
LGSICE,LGS - Release into the Ice/Trash Sluiceway,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSICE - LGS - Release into the Ice/Trash Sluiceway,Lower Snake
LGSMRT,LGS - Mortality Recovery,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSMRT - LGS - Mortality Recovery,Lower Snake
LGSOFL,LGS - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSOFL - LGS - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,Lower Snake
LGSORI,LGS - Release into Orifice(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSORI - LGS - Release into Orifice(s),Lower Snake
LGSRBR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSRBR - LGS - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,Lower Snake
LGSRRR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSRRR - LGS - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,Lower Snake
LGSRTR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSRTR - LGS - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,Lower Snake
LGSRXR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSRXR - LGS - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,Lower Snake
LGSSEP,LGS - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSSEP - LGS - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,Lower Snake
LGSSPL,LGS - Release directly into Spill Bay(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSSPL - LGS - Release directly into Spill Bay(s),Lower Snake
LGSSTS,LGS - Release onto the Submerged Traveling Screen,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSSTS - LGS - Release onto the Submerged Traveling Screen,Lower Snake
LGSTAL,LGS - Release into the Tailrace within 0.5 km downstream of Dam,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSTAL - LGS - Release into the Tailrace within 0.5 km downstream of Dam,Lower Snake
LGSTRB,LGS - Release into Turbine(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,-118.0269,LGSTRB - LGS - Release into Turbine(s),Lower Snake
LHOGIS,"Lower Hog Island, Clearwater River at km 13",522.224.013,Avian Colony,17060306,Clearwater,46.44553105,-116.8836143,"LHOGIS - Lower Hog Island, Clearwater River at km 13",Clearwater
LIBBYC,"Libby Creek, Methow River",843.042,River,17020008,Methow,48.25581065,-120.1707564,"LIBBYC - Libby Creek, Methow River",Upper Columbia
LICK2C,"Lick Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.051,River,17060102,Imnaha,45.14069014,-117.0378146,"LICK2C - Lick Creek, tributary to Big Sheep Creek, Imnaha drainage",Lower Snake
LICK3C,"Lick Creek, Middle Fork John Day River Basin",351.298.052.076.004,River,17070203,Middle Fork John Day,44.63218379,-118.7702947,"LICK3C - Lick Creek, Middle Fork John Day River Basin",John Day
LICKC,Lick Creek,522.303.215.059.008,River,17060208,South Fork Salmon,45.06294265,-115.8504426,LICKC - Lick Creek,Salmon
LINEC,"Line Creek, Umatilla River",465.127.008,River,17070103,Umatilla,45.63554318,-118.3323877,"LINEC - Line Creek, Umatilla River",Middle Columbia
LIT8MC,"Little Eightmile Creek, Lemhi River Basin",522.303.416.073,River,17060204,Lemhi,44.78948118,-113.4181956,"LIT8MC - Little Eightmile Creek, Lemhi River Basin",Salmon
LITCAC,Little Canyon Creek,522.224.057.005,River,17060306,Clearwater,46.39873361,-116.3088625,LITCAC - Little Canyon Creek,Clearwater
